inputIp,note,inetnum,netname,descr,country,adminC,techC,status,mntBy,created,lastModified,source,person,remarks,address,phone,nicHdl,route,origin,yResultLabel,org,geoloc,organisation,orgName,orgType,abuseC,mntRef,role,abuseMailbox,faxNo,mntLower,mntRoutes,mntDomains,availableAt,netRange,cidr,netName,netHandle,parent,netType,organization,regDate,updated,ref,orgId,city,stateProv,postalCode,comment,orgNocHandle,orgNocName,orgNocPhone,orgNocEmail,orgNocRef,orgAbuseHandle,orgAbuseName,orgAbusePhone,orgAbuseEmail,orgAbuseRef,orgTechHandle,orgTechName,orgTechPhone,orgTechEmail,orgTechRef,rwhoisV_1_0V_1_5,network,contact,originAs,orgRoutingHandle,orgRoutingName,orgRoutingPhone,orgRoutingEmail,orgRoutingRef,mntIrt,irt,eMail,auth,rwhoisV_1_5,customer,custName,rTechHandle,rTechName,rTechPhone,rTechEmail,rTechRef,rAbuseHandle,rAbuseName,rAbusePhone,rAbuseEmail,rAbuseRef,rnocHandle,rnocName,rnocPhone,rnocEmail,rnocRef,notify,language,orgDnsHandle,orgDnsName,orgDnsPhone,orgDnsEmail,orgDnsRef,referralRwhois,sponsoringOrg,memberOf,seeHttp
102.129.239.180,this output has been filtered.,102.129.239.0 - 102.129.239.255,HEFICED-CLOUD-SERVERS,Digital Energy Technologies Limited,US,ZV1-AFRINIC,ZV1-AFRINIC,ASSIGNED PA,DAL1-MNT GENERATED-YXS5HMAE56ZTVO08UH7F93C6SAW8SPHZ-MNT,,,AFRINIC # Filtered AFRINIC # Filtered,Zilvinas Vaickus,HEFICED Cloud servers http://www.heficed.com Abuse email: abuse@heficed.com,Le Mans Building 57 Sloane Street Johannesburg South Africa Johannesburg Other,tel:+27-10-595-1279,ZV1-AFRINIC,,,vpn,,,,,,,,,,,,,,,,,,,102.129.128.0 - 102.129.255.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.129.239.182,this output has been filtered.,102.129.239.0 - 102.129.239.255,HEFICED-CLOUD-SERVERS,Digital Energy Technologies Limited,US,ZV1-AFRINIC,ZV1-AFRINIC,ASSIGNED PA,DAL1-MNT GENERATED-YXS5HMAE56ZTVO08UH7F93C6SAW8SPHZ-MNT,,,AFRINIC # Filtered AFRINIC # Filtered,Zilvinas Vaickus,HEFICED Cloud servers http://www.heficed.com Abuse email: abuse@heficed.com,Le Mans Building 57 Sloane Street Johannesburg South Africa Johannesburg Other,tel:+27-10-595-1279,ZV1-AFRINIC,,,vpn,,,,,,,,,,,,,,,,,,,102.129.128.0 - 102.129.255.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.129.239.184,this output has been filtered.,102.129.239.0 - 102.129.239.255,HEFICED-CLOUD-SERVERS,Digital Energy Technologies Limited,US,ZV1-AFRINIC,ZV1-AFRINIC,ASSIGNED PA,DAL1-MNT GENERATED-YXS5HMAE56ZTVO08UH7F93C6SAW8SPHZ-MNT,,,AFRINIC # Filtered AFRINIC # Filtered,Zilvinas Vaickus,HEFICED Cloud servers http://www.heficed.com Abuse email: abuse@heficed.com,Le Mans Building 57 Sloane Street Johannesburg South Africa Johannesburg Other,tel:+27-10-595-1279,ZV1-AFRINIC,,,vpn,,,,,,,,,,,,,,,,,,,102.129.128.0 - 102.129.255.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.130.112.0,this output has been filtered.,102.130.112.0 - 102.130.112.255,HA-VPS-NET,VPS Hostafrica Hostafrica route object,ZA,MO39-AFRINIC,MO39-AFRINIC,ASSIGNED PA,Cloud-to-Machine-MNT GENERATED-R5ARXRH714SOBJKNEIOWUVM3XMVLBZYK-MNT Cloud-to-Machine-MNT,,,AFRINIC # Filtered AFRINIC # Filtered AFRINIC # Filtered,Michael Osterloh,,"12 Helena Avenue Somerset West, Cape Town South Africa",tel:+27-21-554-3096,MO39-AFRINIC,102.130.112.0/24,AS37153,vpn,,,,,,,,,,tel:+27-21-554-3096,,,,,,,,,102.130.112.0 - 102.130.127.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.149.0.0,this output has been filtered.,102.148.0.0 - 102.151.255.255,Celtel-Zambia,-Internet provision for VPN clients. -Internal use to manage VPN clients Airtel Zambia,ZM,SM19-AFRINIC,SM19-AFRINIC,ASSIGNED PA,ZAINZM-MNT GENERATED-4SVEPBOPZVTKVZGHVR0KSQCOPVWENO1Q-MNT ZAINZM-MNT,,,AFRINIC # Filtered AFRINIC # Filtered AFRINIC # Filtered,S Mabiya,,P O Box 320001 corner of Adidis Ababa and Great East Roads Zambia Lusaka Zambia,tel:+260-97-7915000,SM19-AFRINIC,102.144.0.0/13,AS37287,vpn,,,,,,,,,,tel:+260-97-9738025,,,,,,,,,102.144.0.0 - 102.151.255.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.6.237.0,,103.6.236.0 - 103.6.239.255,SKALI-MY,Block 1 MTDC Server Farm Complex Universiti Putra Malaysia,MY MY ZZ MY,SNA36-AP SNA36-AP SNA36-AP SNA36-AP,SNA36-AP SNA36-AP SNA36-AP SNA36-AP,ALLOCATED PORTABLE,APNIC-HM MAINT-SKALI-MY APNIC-HM APNIC-ABUSE MAINT-SKALI-MY,,2020-06-22T05:29:37Z 2020-07-07T05:07:06Z 2017-09-12T12:56:27Z 2020-06-22T05:29:37Z 2015-12-10T04:04:30Z,APNIC APNIC APNIC APNIC APNIC,,"-------------------------------------------------------- To report network abuse, please contact mnt-irt For troubleshooting, please contact tech-c and admin-c Report invalid contact via www.apnic.net/invalidcontact -------------------------------------------------------- noc@skali.net was validated on 2020-06-22 abuse@skali.net was validated on 2020-07-07 Generated from irt object IRT-SKALI-MY","CX2 Computer Exchange, 7118 Jalan Impact, 63000 Cyberjaya, Selangor, Malaysia Skali Data Center CX2 Computer Exchange 7118 Jalan Impact CX2 Computer Exchange, 7118 Jalan Impact, 63000 Cyberjaya, Selangor, Malaysia CX2 Computer Exchange, 7118 Jalan Impact, 63000 Cyberjaya Selangor, Malaysia",+603-2770-1088 +000000000 +60383180222,AS2332-AP SNA36-AP,,,vpn,ORG-SA25-AP,,ORG-SA25-AP,SKALI,,AS2332-AP,APNIC-HM,ABUSE SKALIMY SKALI - network administrator,abuse@skali.net abuse@skali.net,+603-2770-1099,MAINT-SKALI-MY,MAINT-SKALI-MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-SKALI-MY,IRT-SKALI-MY,noc@skali.net sccs@skali.net noc@skali.net noc@skali.net,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.12.211.53,,103.12.211.0 - 103.12.211.255,NETWORK-LEAPSWITCH-IN,LeapSwitch Networks Pvt Ltd Leapswitch Subnet 1,IN IN IN,LNPL1-AP LNPL1-AP LNPL1-AP,LNPL1-AP LNPL1-AP LNPL1-AP,ASSIGNED PORTABLE,MAINT-IN-IRINN MAINT-NETWORK-LEAPSWITCH-IN MAINT-NETWORK-LEAPSWITCH-IN MAINT-NETWORK-LEAPSWITCH-IN,,2013-06-27T23:22:01Z 2018-06-04T12:28:07Z 2018-06-04T12:28:52Z 2014-01-20T05:31:42Z,APNIC APNIC APNIC APNIC,,,"1 Sneh Classics, Nalstop,  Erandawana Pune 411004 1 Sneh Classics, Nalstop,  Erandawana Pune 411004",+91-020-32670900,LNPL1-AP,103.12.211.0/24,AS132335,vpn,,,,,,,,LEAPSWITCH NETWORKS PVT LTD - network administrato,reportabuse@leapswitch.com,,,MAINT-NETWORK-LEAPSWITCH-IN MAINT-NETWORK-LEAPSWITCH-IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-NETWORK-LEAPSWITCH-IN,IRT-NETWORK-LEAPSWITCH-IN,reportabuse@leapswitch.com reportabuse@leapswitch.com,# Filtered,,,,,,,,,,,,,,,,,,,abuse@leapswitch.com,,,,,,,,,,
103.51.141.0,,103.51.141.0 - 103.51.141.255,SERVERFIELD-TW-103-51-141-0-24,"SERVERFIELD International Dedicated Server Provider Serverfield Co., Ltd.",TW TW,SCLA21-AP SCLA21-AP SCLA21-AP,SCLA21-AP SCLA21-AP SCLA21-AP,ASSIGNED NON-PORTABLE,MAINT-SCL-TW MAINT-SCL-TW MAINT-SCL-TW MAINT-SCL-TW,,2020-03-06T05:05:11Z 2020-05-05T13:21:45Z 2017-11-05T23:33:02Z 2020-03-08T13:57:42Z,APNIC APNIC APNIC APNIC,,"Serverfield is an International Dedicated Server Provider. Our headquarter is based in Taichung, Taiwan. These IP Blocks are being used for allocating customers services. We don't have control over the customers service nor access to them. In case of any abusive activity, please contact us via the abuse mailbox. https://www.serverfield.com.tw - Serverfield Co., Ltd. info@serverfield.com.tw was validated on 2020-05-05","8F-2 No 442 Sanrong Rd. Sec.2, Wuri 2F-1 Alley2 Lane 207 Sec.3 Jincheng Rd. Tucheng, New Taipei City  236",+886955324887,SCLA21-AP,103.51.141.0/24,AS134094,vpn,,25.082520 121.576311,,,,,,SERVERFIELD CO LTD administrator,info@serverfield.com.tw,+886955324887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-SCL-TW,IRT-SCL-TW,info@serverfield.com.tw info@serverfield.com.tw,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.62.49.208,,103.62.49.0 - 103.62.49.255,StreamlineServers,Streamline Servers Ltd - Auckland Network,NZ ZZ HK,SS3955-AP SS3955-AP SS3955-AP,SS3955-AP SS3955-AP SS3955-AP,ALLOCATED NON-PORTABLE,MAINT-STREAMLINESERVERS-HK MAINT-STREAMLINESERVERS-HK APNIC-ABUSE MAINT-STREAMLINESERVERS-HK,,2020-06-30T05:13:12Z 2020-06-30T05:12:17Z 2020-06-30T05:13:08Z 2020-06-30T05:12:12Z,APNIC APNIC APNIC APNIC,Streamline Servers,noc@streamline-servers.com was validated on 2020-06-22 Generated from irt object IRT-STREAMLINESERVERS-HK,"Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia",+000000000 +61-7-3040-9413,AS2307-AP SS3955-AP,,,vpn,,,,,,AS2307-AP,,ABUSE STREAMLINESERVERSHK,noc@streamline-servers.com noc@streamline-servers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-STREAMLINESERVERS-HK,IRT-STREAMLINESERVERS-HK,noc@streamline-servers.com noc@streamline-servers.com noc@streamline-servers.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.62.49.210,,103.62.49.0 - 103.62.49.255,StreamlineServers,Streamline Servers Ltd - Auckland Network,NZ ZZ HK,SS3955-AP SS3955-AP SS3955-AP,SS3955-AP SS3955-AP SS3955-AP,ALLOCATED NON-PORTABLE,MAINT-STREAMLINESERVERS-HK MAINT-STREAMLINESERVERS-HK APNIC-ABUSE MAINT-STREAMLINESERVERS-HK,,2020-06-30T05:13:12Z 2020-06-30T05:12:17Z 2020-06-30T05:13:08Z 2020-06-30T05:12:12Z,APNIC APNIC APNIC APNIC,Streamline Servers,noc@streamline-servers.com was validated on 2020-06-22 Generated from irt object IRT-STREAMLINESERVERS-HK,"Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia Suite 11, 38 Ricketty Street, Sydney, NSW 2020, Australia",+000000000 +61-7-3040-9413,AS2307-AP SS3955-AP,,,vpn,,,,,,AS2307-AP,,ABUSE STREAMLINESERVERSHK,noc@streamline-servers.com noc@streamline-servers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-STREAMLINESERVERS-HK,IRT-STREAMLINESERVERS-HK,noc@streamline-servers.com noc@streamline-servers.com noc@streamline-servers.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.102.237.0,,103.102.237.0 - 103.102.237.31,SERVER-GROUP-BD,HiFiServer Technologies Datacenter HiFiServer Technologies Datacenter For Quires: info@servergroup.com.bd,BD BD,SGA4-AP SGA4-AP SGA4-AP,SGA4-AP SGA4-AP SGA4-AP,ASSIGNED NON-PORTABLE,MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD,,2019-05-28T18:44:05Z 2020-02-06T12:15:43Z 2018-03-16T18:30:21Z 2018-03-19T21:03:35Z,APNIC APNIC APNIC APNIC,,"* Please direct all complaints about Internet abuse like Spam, phishing or scans * Send us mail abuse@hifiserver.com . This will guarantee fastest resolving possible. * abuse@hifiserver.com was validated on 2020-02-06 admin@hifiserver.com was validated on 2020-02-06","104 Green Road, Farmgate, Dhaka 104 Green Road, Farmgate, Dhaka",+8801715469972,SGA4-AP,103.102.237.0/24,AS137041,vpn,,51.507386 -0.127700,,,,,,Server Group Administrator,abuse@hifiserver.com,+8801715469972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-SERVER-GROUP-BD,IRT-SERVER-GROUP-BD,admin@hifiserver.com abuse@hifiserver.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.102.238.0,,103.102.238.0 - 103.102.238.31,SERVER-GROUP-BD,HiFiServer Technologies Datacenter G.M. Salman Sakir,BD GB,SGL7-AP SGA4-AP SGA4-AP,SGL7-AP SGA4-AP SGA4-AP,ASSIGNED NON-PORTABLE,MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD,,2018-03-16T19:08:26Z 2020-02-06T12:15:43Z 2018-03-16T18:36:57Z 2018-10-08T15:12:28Z,APNIC APNIC APNIC APNIC,,"* Please direct all complaints about Internet abuse like Spam, phishing or scams * Send us mail abuse@hifiserver.com . This will guarantee fastest resolving possible. * abuse@hifiserver.com was validated on 2020-02-06 admin@hifiserver.com was validated on 2020-02-06","104 Green Road, Farmgate, Dhaka 27 Old Gloucester Street, London WC1N 3AX",+442033227127,SGL7-AP,103.102.238.0/24,AS137041,vpn,,,,,,,,Server Group Limited,abuse@hifiserver.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-SERVER-GROUP-BD,IRT-SERVER-GROUP-BD,admin@hifiserver.com abuse@hifiserver.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.102.239.0,,103.102.239.0 - 103.102.239.31,SERVER-GROUP-BD,HiFiServer Technologies Datacenter HiFiServer Technologies Datacenter For Quires: info@servergroup.com.bd,BD BD,SGA4-AP SGA4-AP SGA4-AP,SGA4-AP SGA4-AP SGA4-AP,ASSIGNED NON-PORTABLE,MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD MAINT-SERVER-GROUP-BD,,2019-08-07T17:00:45Z 2020-02-06T12:15:43Z 2018-03-16T18:30:21Z 2018-03-19T21:04:08Z,APNIC APNIC APNIC APNIC,,"* Please direct all complaints about Internet abuse like Spam, phishing or scams * Send us mail abuse@hifiserver.com . This will guarantee fastest resolving possible. * abuse@hifiserver.com was validated on 2020-02-06 admin@hifiserver.com was validated on 2020-02-06","104 Green Road, Farmgate, Dhaka 104 Green Road, Farmgate, Dhaka",+8801715469972,SGA4-AP,103.102.239.0/24,AS137041,vpn,,,,,,,,Server Group Administrator,abuse@hifiserver.com,+8801715469972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-SERVER-GROUP-BD,IRT-SERVER-GROUP-BD,admin@hifiserver.com abuse@hifiserver.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.108.94.8,,103.108.94.0 - 103.108.94.255,INTERGRID-NZ,Intergrid (New Zealand) Limited Intergrid (New Zealand) Limited,NZ NZ,INZL1-AP INZL1-AP INZL1-AP,INZL1-AP INZL1-AP INZL1-AP,ALLOCATED NON-PORTABLE,MAINT-INTERGRID-NZ MAINT-INTERGRID-NZ MAINT-INTERGRID-NZ MAINT-INTERGRID-NZ,,2018-01-25T04:39:21Z 2020-06-22T04:59:05Z 2018-01-25T04:42:20Z 2020-04-29T11:23:01Z,APNIC APNIC APNIC APNIC,,networkabuse@intergrid.com.au is invalid noc@intergrid.com.au was validated on 2020-06-22,"2 Kingsland Terrace, Kingsland Auckland 1021 2 Kingsland Terrace, Kingsland Auckland 1021",+61291910627,INZL1-AP,103.108.94.0/24,AS133480,vpn,,,,,,,,Intergrid New Zealand Limited administrator,networkabuse@intergrid.com.au networkabuse@intergrid.com.au,+61291910627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-INTERGRID-NZ,IRT-INTERGRID-NZ,noc@intergrid.com.au noc@intergrid.com.au,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.137.12.165,,103.137.12.0 - 103.137.15.255,STREAMLINESERVERS-AU,STREAMLINE SERVERS PTY LTD,AU AU AU,SSPL18-AP SSPL18-AP SSPL18-AP,SSPL18-AP SSPL18-AP SSPL18-AP,ALLOCATED PORTABLE,APNIC-HM MAINT-STREAMLINESERVERS-AU APNIC-HM MAINT-STREAMLINESERVERS-AU,,2019-03-19T04:54:00Z 2020-03-04T04:57:25Z 2019-02-20T12:59:23Z 2019-03-19T01:36:02Z,APNIC APNIC APNIC APNIC,,"-------------------------------------------------------- To report network abuse, please contact mnt-irt For troubleshooting, please contact tech-c and admin-c Report invalid contact via www.apnic.net/invalidcontact -------------------------------------------------------- noc@streamlinevps.com was validated on 2020-03-04","5/9 Beach Rd, Surfers Paradise, , Gold Coast Queensland 4217 5/9 Beach Rd Surfers Paradise 5/9 Beach Rd, Surfers Paradise,  , Gold Coast Queensland 4217",+61-7-3040-9413 +61-7-3040-9413,SSPL18-AP,,,vpn,ORG-SSPL15-AP,,ORG-SSPL15-AP,Streamline Servers Pty Ltd,,,APNIC-HM,Streamline Servers Pty Ltd administrator,noc@streamlinevps.com,,MAINT-STREAMLINESERVERS-AU,MAINT-STREAMLINESERVERS-AU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-STREAMLINESERVERS-AU,IRT-STREAMLINESERVERS-AU,noc@streamlinevps.com noc@streamlinevps.com noc@streamlinevps.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.208.221.186,,103.208.220.0 - 103.208.221.255,TSSL-JP,TSS Japan,JP US,TSSL1-AP TSSL1-AP TSSL1-AP,TSSL1-AP TSSL1-AP TSSL1-AP,ASSIGNED NON-PORTABLE,MAINT-TSSL-AP MAINT-TSSL-AP MAINT-TSSL-AP,,2017-04-18T15:57:34Z 2019-11-20T13:43:48Z 2019-01-14T22:47:12Z,APNIC APNIC APNIC,,abuse@totalserversolutions.com is invalid noc@as46562.net is invalid,"34 Peachtree ST, Suite 400, Atlanta Georgia 30303 34 Peachtree ST, Suite 400, Atlanta Georgia 30303",+012399103620,TSSL1-AP,,,vpn,,35.655216 139.804313,,,,,,Total Server Solutions LLC administrator,abuse@totalserversolutions.com,+012399103620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IRT-TSSL-AP,IRT-TSSL-AP,noc@as46562.net Team.Networking@totalserversolutions.com,# Filtered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.36.110.0,,,,,US,,,,,,,,,,830 W. IL Route 22 Suite 22,,,,,vpn,,,,"Genesis Hosting Solutions, LLC",,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,104.36.108.0 - 104.36.111.255,104.36.108.0/22,GHSL002,NET-104-36-108-0-1,NET104 (NET-104-0-0-0-0),Direct Allocation,"Genesis Hosting Solutions, LLC (GHSL)",2014-05-29 2011-06-03,2014-05-29 2017-01-28,https://rdap.arin.net/registry/ip/104.36.108.0 https://rdap.arin.net/registry/entity/GHSL,GHSL,Lake Zurich,IL,60047,,EKM2-ARIN,"Miller, Eric K",+1-877-270-1272,arin@genesishosting.com,https://rdap.arin.net/registry/entity/EKM2-ARIN,EKM2-ARIN,"Miller, Eric K",+1-877-270-1272,arin@genesishosting.com,https://rdap.arin.net/registry/entity/EKM2-ARIN,EKM2-ARIN,"Miller, Eric K",+1-877-270-1272,arin@genesishosting.com,https://rdap.arin.net/registry/entity/EKM2-ARIN,,,,AS53914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.129.19.8,,,,,,,,,,,,,,,,,,,,vpn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090h:00 manage.quadranet.com (Ubersmith RWhois Server V-4.5.4),"Class-Name:network Auth-Area:104.129.18.0/23 ID:NET-97233.104.129.19.0/28 Network-Name:Public Network IP Range [Cloud Filtering Disabled] IP-Network:104.129.19.0/28 IP-Network-Block:104.129.19.0 - 104.129.19.15 Org-Name:CyberGhost SRL Street-Address:Strada Dionisie Lupu, Nr. 70-72, Sector 1 City: State: Postal-Code:010458 Country-Code:RO Tech-Contact:MAINT-97233.104.129.19.0/28 Created:20180829032432000 Updated:20180830172307000 Updated-By:support@quadranet.com",POC-Name:Network Administrator POC-Email:support@quadranet.com POC-Phone:1-888-5-QUADRA Tech-Name:Network Administrator Tech-Email:support@quadranet.com Tech-Phone:1-888-5-QUADRA Abuse-Name:Abuse Dept Abuse-Email:abuse@quadranet.com Abuse-Phone:EMAIL ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.152.52.0,,,,,US,,,,,,,,,,500 N. Michigan Ave Suite 300,,,,,vpn,,,,Rethem Hosting LLC,,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,104.152.52.0 - 104.152.55.255,104.152.52.0/22,RETHEM-HOSTING,NET-104-152-52-0-1,NET104 (NET-104-0-0-0-0),Direct Allocation,Rethem Hosting LLC (RHL-18),2014-07-11 2011-03-16,2014-07-11 2012-05-25,https://rdap.arin.net/registry/ip/104.152.52.0 https://rdap.arin.net/registry/entity/RHL-18,RHL-18,Chicago,IL,60611,,NOC11885-ARIN,Network Operations Center,+1-212-257-2998,noc@rethemhosting.net,https://rdap.arin.net/registry/entity/NOC11885-ARIN,NOC11885-ARIN,Network Operations Center,+1-212-257-2998,noc@rethemhosting.net,https://rdap.arin.net/registry/entity/NOC11885-ARIN,NOC11885-ARIN,Network Operations Center,+1-212-257-2998,noc@rethemhosting.net,https://rdap.arin.net/registry/entity/NOC11885-ARIN,,,,AS14987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.167.110.0,,,,,CA,,,,,,,,,,440 Phillip St. Building C Main Entrance,,,,,vpn,,,,KW Datacenter,,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,104.167.96.0 - 104.167.127.255,104.167.96.0/19,CLOUD-68,NET-104-167-96-0-1,NET104 (NET-104-0-0-0-0),Direct Allocation,KW Datacenter (KD),2014-08-27 2010-09-30,2014-08-27 2019-03-13,https://rdap.arin.net/registry/ip/104.167.96.0 https://rdap.arin.net/registry/entity/KD,KD,Waterloo,ON,N2E 5R9,,KNOC1-ARIN,KWDC Network Operations Center,+1-226-338-5040,support@kwdatacentre.com,https://rdap.arin.net/registry/entity/KNOC1-ARIN,KNOC1-ARIN,KWDC Network Operations Center,+1-226-338-5040,support@kwdatacentre.com,https://rdap.arin.net/registry/entity/KNOC1-ARIN,KNOC1-ARIN,KWDC Network Operations Center,+1-226-338-5040,support@kwdatacentre.com,https://rdap.arin.net/registry/entity/KNOC1-ARIN,,,,AS19531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.168.24.0,,,,,US,,,,,,,,,,325 Delaware Avenue Suite 300,,,,,vpn,,,,ColoCrossing,,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,104.168.0.0 - 104.168.127.255,104.168.0.0/17,CC-18,NET-104-168-0-0-1,NET104 (NET-104-0-0-0-0),Direct Allocation,ColoCrossing (VGS-9),2014-08-27 2005-06-20,2014-08-27 2019-10-17,https://rdap.arin.net/registry/ip/104.168.0.0 https://rdap.arin.net/registry/entity/VGS-9,VGS-9,Buffalo,NY,14202,,NETWO882-ARIN,Network Operations,+1-800-518-9716,support@colocrossing.com,https://rdap.arin.net/registry/entity/NETWO882-ARIN,ABUSE3246-ARIN,Abuse,+1-800-518-9716,abuse@colocrossing.com,https://rdap.arin.net/registry/entity/ABUSE3246-ARIN,NETWO882-ARIN,Network Operations,+1-800-518-9716,support@colocrossing.com,https://rdap.arin.net/registry/entity/NETWO882-ARIN,,,,AS36352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.168.31.0,,,,,US,,,,,,,,,,325 Delaware Avenue Suite 300,,,,,vpn,,,,ColoCrossing,,,,,,,,,,https://www.arin.net/resources/registry/whois/tou/ https://www.arin.net/resources/registry/whois/tou/,104.168.0.0 - 104.168.127.255,104.168.0.0/17,CC-18,NET-104-168-0-0-1,NET104 (NET-104-0-0-0-0),Direct Allocation,ColoCrossing (VGS-9),2014-08-27 2005-06-20,2014-08-27 2019-10-17,https://rdap.arin.net/registry/ip/104.168.0.0 https://rdap.arin.net/registry/entity/VGS-9,VGS-9,Buffalo,NY,14202,,NETWO882-ARIN,Network Operations,+1-800-518-9716,support@colocrossing.com,https://rdap.arin.net/registry/entity/NETWO882-ARIN,ABUSE3246-ARIN,Abuse,+1-800-518-9716,abuse@colocrossing.com,https://rdap.arin.net/registry/entity/ABUSE3246-ARIN,NETWO882-ARIN,Network Operations,+1-800-518-9716,support@colocrossing.com,https://rdap.arin.net/registry/entity/NETWO882-ARIN,,,,AS36352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
